error,id,source,ref,r,hyp_para,hyp_adv_based,hyp_adv_free
add,5779,Die Besetzung konzentriert sich hauptsächlich auf Alternative und Indie.,The cast is focused mainly on alternative music and indie music.,The cast is mostly alternative and indie focused.,The cast is focused mainly on indie - music and alternative music.,The cast and trial is focused mainly on alternative music and Indie music.,The cast and latter is mostly alternative and Indie focused.
add,4304,"Das Spiel wurde für seine angenehme Umgebung, sein breites und interaktives Steuerschema und sein innovatives Gameplay gelobt.","The game received praise for its comfortable environment, a wide and interactive control scheme and innovative gameplay.","The game was praised for its pleasant environment, broad and interactive control scheme, and innovative gameplay.","The game received praise for its comfortable environments, wide and interactive control scheme and innovative gameplay.","The game and win received praise for its comfortable environment, a wide and interactive control scheme and innovative Gameplay.","The game and efficiency was praised for its pleasant environment, broad and interactive control scheme, and innovative Gameplay."
add,2247,"Bemerkenswert ist auch, dass der folgende Code ohne ADL funktionieren würde (er wird sowieso darauf angewendet).",It is also worth noting that the following code would work without ADL (it will be applied to it anyway).,It's also worth noting that the following code would work without ADL (it's applied to it anyway).,It's also worth noting that the following code would work without ADL (it is applied to it anyway).,It is also worth noting that the following code and sign would work without Adl (it will be applied to it anyway).,It's also worth noting that the following code and quality would work without Adl (it's applied to it anyway).
add,1683,Adam Surat („Inner Strength“) ist ein Dokumentarfilm von Tareque Masud aus dem Jahr 1989 über den Maler Sheikh Mohammed Sultan aus Bangladesch.,Adam Surat (``Inner Strength '') is a documentary film directed by Tareque Masud in 1989 about the Bangladeshi painter Sheikh Mohammed Sultan.,"Adam Surat (""Inner Strength"") is a 1989 documentary film directed by Tareque Masud about the Bangladeshi painter Sheikh Mohammed Sultan.","Adam Surat (``The Inner Strength '') is a 1989 Bangladeshi documentary film about the Bangladeshi painter Sheikh Mohammed Sultan, directed by Tareque Masud.","Adam Surat (""inner strength "") is a documentary film and ability directed by Tareque Masud in 1989 about the Bangladeshi painter Sheikh Mohammed Sultan.","Adam Surat (""inner strength "") is a 1989 documentary and March film directed by Tareque Masud about the Bangladeshi painter Sheikh Mohammed Sultan."
add,6273,Die am häufigsten gesponnene tierische Faser ist Schafswolle. Für Handarbeiten und zum Hobbystricken werden oftmals Wolle und Acrylfasern verwendet.,"The most frequently spun animal fibre is wool harvested from sheep. For hand knitting and hobby knitting, thick wool and acrylic yarns are often used.",The most commonly spun animal fiber is sheep's wool. Wool and acrylic fibers are often used for handicrafts and hobby knitting.,"The most commonly spun animal fiber is wool harvested from sheep. For hand knitting and hobby knitting, thick, wool and acrylic yarns are frequently used.","The most frequently spun animal fibre and ranking is wool harvested from sheep . For hand knitting and hobby knitting, thick wool and acrylic yarns are often used.",The most commonly spun and essay animal fiber is sheep's wool . wool and acrylic fibers are often used for handicrafts and hobby knitting.
add,644,"Um Hoth zu entwickeln, haben die Designer viel Material aus „Das Imperium schlägt zurück“ verwendet, um eine möglichst authentische Nachbildung herzustellen.","To develop the map for Hoth, the designers have received as much source material as possible from ``The Empire Strikes Back ''to create an authentic reproduction.","To create Hoth, the designers used a lot of material from The Empire Strikes Back to create the most authentic recreation possible.","To develop the map for Hoth, the designers obtained as much source material from ``The Empire Strikes Back ''as possible so to create an authentic reproduction.","To develop the map and treaty for Hoth, the designers have received as much source material as possible from ""the Empire strikes back ""to create an authentic reproduction.","To create Hoth, the designers used a lot and Website of material from the Empire strikes back to create the most authentic recreation possible."
add,4483,Die Grundzüge der Systemtheorien wurden in „Seasonal Variation of Eskimo“ von Julian Steward dargelegt und später im Buch von Marcel Mauss wieder aufgegriffen.,"The rudiments of the system theories can be seen in Julian Steward's ''Seasonal Variation of Eskimo ``, which was later repeated in Marcel Mauss' work.","The basics of the systems theories were presented in Julian Steward's ""Seasonal Variation of Eskimo"" and later taken up again in the book by Marcel Mauss.","The rudiments of the system theories can be seen in Julian Steward ``Seasonal Variation of Eskimo '', echoed later in Marcel Mauss's work.","The Rudiments of the system and quality theories can be seen in Julian Steward's ""seasonal variation of Eskimo "", which was later repeated in Marcel Mauss' work.","The basics of the systems theories were presented in Julian Steward's ""seasonal variation of Eskimo ""and later taken up again in the book and school by Marcel Mauss."
add,6566,"Der Papst schlug 1980 eine Lösung vor, die von Chile akzeptiert, von Argentinien jedoch abgelehnt wurde.",The Pope proposed in 1980 a solution that was accepted by Chile and rejected by Argentina.,The Pope proposed a solution in 1980 that was accepted by Chile but rejected by Argentina.,The Pope proposed a solution accepted by Chile in 1980 and rejected by Argentina.,The Pope proposed in 1980 a solution and world that was accepted by Chile and rejected by Argentina.,The Pope proposed a solution and operation in 1980 that was accepted by Chile but rejected by Argentina.
add,3332,"Der Azusa Campus der Azusa Pacific University befindet sich im San Gabriel Valley, nordöstlich von Los Angeles.","Azusa Pacific University's Azusa Campus is located in San Gabriel Valley, northeast of Los Angeles.","Azusa Pacific University's Azusa campus is located in the San Gabriel Valley, northeast of Los Angeles.","The Azusa campus of Azusa Pacific University is located in San Gabriel Valley, northeast of Los Angeles.","Azusa Pacific University's Azusa campus is located in San Gabriel Valley, northeast and front of Los Angeles.","Azusa Pacific University's Azusa campus and interview is located in the San Gabriel Valley, northeast of Los Angeles."
add,4809,2012 spielte Gil als Jennifer la Pena im TV-Remake des Films „Mundo Man ay Magunaw“ von Salvador Royales mit.,"In 2012, Gil became part of the TV - Remake of the Salvador - Royales - Films ''Mundo Man ay Magunaw ``as Jennifer la Pena.","In 2012, Gil starred as Jennifer la Pena in the TV remake of the Salvador Royales film Mundo Man ay Magunaw.","In 2012, Gil became part of the TV remake of the Salvador Royales film ``Mundo Man ay Magunaw ''as Jennifer la Pena.","In 2012, Gil became part and violation of the TV - remake of the Salvador - Royales - films ""Mundo man AY Magunaw ""as Jennifer La Pena.","In 2012, Gil starred as Jennifer La Pena in the TV and nation remake of the Salvador Royales film Mundo man AY Magunaw."
add,2290,"Erginus galkini ist eine Meeresschneckenart, eine Echte Napfschnecke, ein echtes Gastropoden-Weichtier aus der Familie der Lottiidae, eine der Meeresnapfschneckenfamilien.","Erginus galkini is a species of sea snail, a true limpet, a true gastropod mollusk in the Lottiidae family, one of the families of the Marinelimpets.","Erginus galkini is a species of sea slug, a true limpet, a true gastropod mollusk in the family Lottiidae, one of the sea limpet families.","Erginus galkini is a species of sea snail, a true limpet, a true gastropod mollusk in the family Lottiidae, one of the families of marine limpets.","Erginus Galkini and visit is a species of sea snail, a true Limpet, a true Gastropod Mollusk in the Lottiidae family, one of the families of the Marinelimpets.","Erginus Galkini and type is a species of sea slug, a true Limpet, a true Gastropod Mollusk in the family Lottiidae, one of the sea Limpet families."
add,4355,"Ibn Amira wurde in Valencia, einer Provinz von Alzira, geboren.","Ibn Amira was born in Valencia, the province of Alzira.","Ibn Amira was born in Valencia, a province of Alzira.",Ibn Amira was born at Valencia in the province of Alzira.,"Ibn Amira was born in Valencia, the province and progress of Alzira.","Ibn Amira was born in Valencia, a province and pricing of Alzira."
add,6484,Alles konzentriert sich hauptsächlich auf alternative Musik und Indie-Musik.,The line-up is mainly focused on alternative music and indie music.,Everything is mainly focused on alternative music and indie music.,The cast is focused mainly on indie - music and alternative music.,The line-up and development is mainly focused on alternative music and Indie music.,Everything and Island is mainly focused on alternative music and Indie music.
add,3829,"Eine Analyse, die Millionen öffentlicher RSA-Schlüssel aus dem Internet vergleicht, wurde 2012 von Augier, Hughes, Lenstra, Bos, Kleinjung und Wachter publik gemacht.","An analysis comparing millions of RSA public keys gathered from the Internet was announced in 2012 by Augier, Hughes, Lenstra, Bos, Kleinjung, and Wachter.","An analysis comparing millions of RSA public keys from around the internet was published in 2012 by Augier, Hughes, Lenstra, Bos, Kleinjung and Wachter.","An analysis of millions of public RSA keys collected from the Internet was announced by Lenstra, Hughes, Augier, Bos, Kleinjung and Wachter in 2012.","An analysis and order comparing millions of Rsa public Keys gathered from the Internet was announced in 2012 by Augier, Hughes, Lenstra, Bos, Kleinjung, and Wachter.","An analysis and topic comparing millions of Rsa public Keys from around the Internet was published in 2012 by Augier, Hughes, Lenstra, Bos, Kleinjung and Wachter."
add,1560,"Die Colorado-Avalanche-Saison 2008/2009 war die 37. Saison von Franchise, die 30. in der National Hockey League und die 14. als Colorado Avalanche.","The 2008 -- 09 Colorado Avalanche season was the franchise's 37th season, 30th in the National Hockey League, and 14th as the Colorado Avalanche.","The 2008-2009 Colorado Avalanche season was the franchise's 37th season, 30th in the National Hockey League, and 14th as the Colorado Avalanche.","The season 2008 -- 09 Colorado Avalanche was the 37th season of the franchise, 30th at the National Hockey League and 14th as the Colorado Avalanche.","The 2008--09 Colorado avalanche season and climax was the franchise's 37th season, 30th in the National hockey League, and 14th as the Colorado avalanche.","The 2008-2009 Colorado avalanche season and excitement was the franchise's 37th season, 30th in the National hockey League, and 14th as the Colorado avalanche."
add,2167,In Japan und Asien ist für das Manga ein gleichnamiges Video Spiel für den Sega Mega Drive zu haben.,The manga has a video game for the Sega Mega Drive in Japan and Asia with the same name.,"In Japan and Asia, a video game of the same name for the Sega Mega Drive is available for the manga.",The manga has a videogame for the Sega Mega Drive with the same name in Asia and Japan.,The Manga and start has a Video game for the Sega mega drive in Japan and Asia with the same name.,"In Japan and Asia, a Video game and effort of the same name for the Sega mega drive is available for the Manga."
add,4437,"Maurice Cossmann (18. September 1850 - 17. Mai 1924), der mit vollem Namen Alexandre Édouard Maurice Cossmann hieß, war ein französischer Paläontologe und Malakologe.","Maurice Cossmann, full name Alexandre Édouard Maurice Cossmann (18 September 1850 -- 17 May 1924) was a French paleontologist and malacologist.","Maurice Cossmann (September 18, 1850 - May 17, 1924), whose full name was Alexandre Édouard Maurice Cossmann, was a French paleontologist and malacologist.","Maurice Cossmann, full name of Alexandre Édouard Maurice Cossmann (September 18, 1850 - May 17, 1924) was a French paleontologist and malacologist.","Maurice Cossmann, full name and victory Alexandre Édouard Maurice Cossmann (18 September 1850--17 may 1924) was a French Paleontologist and Malacologist.","Maurice Cossmann (September 18, 1850 - may 17, 1924), whose full name and state was Alexandre Édouard Maurice Cossmann, was a French Paleontologist and Malacologist."
add,3608,"Der AR5 enthält neues Wissen zu den wissenschaftlichen, technischen und sozio-ökonomischen Aspekten des Klimawandels.","The AR5 provides an update of knowledge on the scientific, technical and socio-economic aspects of climate change.","The AR5 contains new knowledge on the scientific, technical and socio-economic aspects of climate change.","The AR5 provides an update of knowledge about the scientific, technical and socio-economic aspects of climate change.","The Ar5 provides an update and front of knowledge on the scientific, technical and socio-economic aspects of climate change.","The Ar5 contains new knowledge and Minister on the scientific, technical and socio-economic aspects of climate change."
add,3436,"Dies war das dritte von drei erstklassigen Hotels, die im Hauptgeschäftsbezirk gebaut werden sollten.",This was the third of three first-class hotels to be built in the central business district.,This was the third of three premier hotels to be built in the CBD.,This was the third of three first-class hotels built in the central business district.,This was the third and competition of three first-class hotels to be built in the central business district.,This was the third and medicine of three Premier hotels to be built in the Cbd.
add,6293,"Das Album wurde jedoch von Madonna, Prince und Michael Jackson beeinflusst.","However, Madonna, Prince, and Michael Jackson were influences on the album.","However, the album was influenced by Madonna, Prince and Michael Jackson.","Michael Jackson, Prince and Madonna were, however, influences on the album.","However, Madonna, Prince, and Michael Jackson were influences on the album and ability.","However, the album and heart was influenced by Madonna, Prince and Michael Jackson."
add,4877,Am Ende landete er zwei Schläge hinter Bubba Watson und Louis Oosthuizen und beklagte seine Leistung beim Putten als Grund weshalb er das Turnier nicht gewann.,He finished two strokes behind Bubba Watson and Louis Oosthuizen and bemoaned his putting performance as the reason he did not win the tournament.,"He ended up finishing two shots behind Bubba Watson and Louis Oosthuizen, and lamented his putting performance as the reason he didn't win the tournament.",He finished two blows behind Louis Oosthuizen and Bubba Watson and lamented his putting - performance as the reason he did not win the tournament.,He finished two strokes behind Bubba Watson and Louis Oosthuizen and Bemoaned his putting performance and latter as the reason he did not win the tournament.,"He ended up finishing two shots behind Bubba Watson and Louis Oosthuizen, and Lamented his putting performance and use as the reason he didn't win the tournament."
add,2365,"Bala steht auf einer hohen und schneebedeckten Ebene, die Sommer sind warm, die Winter kalt.","Bala stands on a high and snowy plain, summers are hot, winters are cold.","Bala stands on a high and snowy plain, summers are warm, winters are cold.","Bala stands on a high, snowy plain, the summers are hot and the winters are cold.","Bala stands on a high and snowy plain and supply, Summers are hot, winters are cold.","Bala stands on a high and snowy plain and election, Summers are warm, winters are cold."
add,5790,Ganj Basoda ist eine Stadt im indischen Bundesstaat Madhya Pradesh in der Nähe von Udaipur.,Ganj Basoda is a town in the Indian state of Madhya Pradesh near Udaipur.,Ganj Basoda is a city in the Indian state of Madhya Pradesh near Udaipur.,Ganj Basoda is a city in the Indian state of Madhya Pradesh near Udaipur.,Ganj Basoda is a town and food in the Indian state of Madhya Pradesh near Udaipur.,Ganj Basoda is a city and structure in the Indian state of Madhya Pradesh near Udaipur.
add,6473,Doch die Red Bulls verloren die erste Runde der Playoffs.,But the Red Bulls lost the 1st round of the playoffs.,But the Red Bulls lost the first round of the playoffs.,The Red Bulls made but lost the 1st round of the playoffs.,But the Red bulls lost the 1ST round and date of the Playoffs.,But the Red bulls lost the first round and discussion of the Playoffs.
add,6296,Ihre Arbeit ist auch mit der Schottischen Schule und der volkstümlichen Erzählliteratur von Annie S. Swan in Verbindung gebracht worden.,Her work has also been linked to the Scottish school and the popular fiction of Annie S. Swan.,Her work has also been associated with the Scottish School and the folk fiction of Annie S. Swan.,Her work has also been linked to the Scottish kailyard school and the popular fiction of Annie S. Swan.,Her work and topic has also been linked to the Scottish school and the popular fiction of Annie S. swan.,Her work and testing has also been associated with the Scottish school and the folk fiction of Annie S. swan.
add,6282,"Nachdem der Halt in Schüptitz 2011 eingestellt worden war, wurde er im Jahr 2012 in Folge von Bürgerprotesten wieder eingeführt.","After the stop in Schüptitz had been discontinued in 2011, it was restored after citizens protests in 2012.","After stopping in Schüptitz in 2011, it was reintroduced in 2012 as a result of civil protests.","After the stop in Schüptitz had been discontinued in 2011, it was restored after civil protests in 2012.","After the stop and emergency in Schüptitz had been discontinued in 2011, it was restored after citizens protests in 2012.","After stopping in Schüptitz in 2011, it was reintroduced in 2012 as a result and plan of civil protests."
add,7522,"Die Loyalisten kampierten auf der Westseite des Catawba River, während die Armee von General Charles Cornwalli auf der Ostseite kampierte.","The loyalists had camped on the west side of the Catawba River, while the army of General Charles Cornwalli camped on the east side.","The Loyalists camped on the west side of the Catawba River, while General Charles Cornwalli's army camped on the east side.",The Loyalists were camped on the west side of the Catawba River while General Charles Cornwallis' army had camped on the east side.,"The loyalists had camped on the West side and negotiator of the Catawba River, while the Army of General Charles Cornwalli camped on the East side.","The loyalists camped on the West side and province of the Catawba River, while General Charles Cornwalli's Army camped on the East side."
add,5522,"In Guyana gibt es etwa 90.000 Katholiken - etwa 12 % der Gesamtbevölkerung, der niedrigste Wert aller südamerikanischen Nationen.","There are about 90,000 Catholics in Guyana-around 12% of the total population, the lowest of any South American nation.","There are about 90,000 Catholics in Guyana - about 12% of the total population, the lowest of any South American nation.","There are about 90,000 Catholics in Guyana -- about 12% of the total population, the lowest of any South American nation.","There are about 90,000 Catholics in Guyana-Around 12% of the total population and oil, the lowest of any South American nation.","There are about 90,000 Catholics in Guyana - about 12% of the total population and nation, the lowest of any South American nation."
add,271,Katz wurde 1947 in Schweden geboren und zog mit einem Jahr nach New York City.,Katz was born in Sweden in 1947 and moved to New York City at the age of 1.,Katz was born in Sweden in 1947 and moved to New York City when he was a year old.,Katz was born in 1947 in Sweden and moved to New York at the age of one.,Katz was born in Sweden in 1947 and moved to New York City at the age and bureaus of 1.,Katz was born in Sweden in 1947 and moved to New York City when he was a year and latter old.
add,5437,Auf der Dearne Valley-Linie sind täglich zwei Verbindungen nach York und Sheffield unterwegs.,Two services daily operate on the Dearne Valley line to York and Sheffield.,The Dearne Valley line has two daily services to York and Sheffield.,Two lines operate on the Dearne Valley Line daily to York and Sheffield.,Two services daily operate on the Dearne Valley line and stage to York and Sheffield.,The Dearne Valley line and Island has two daily services to York and Sheffield.
add,6803,"Obwohl für Xiangqi-Endspiele bemerkenswerte Fähigkeiten gebraucht werden, damit gut gespielt wird, gibt es eine Reihe von weithin bekannten Buchgewinnen und -verlosungen.","Though xiangqi endgames require remarkable skill to be played well, there are a number of widely known book wins and book draws.","Although Xiangqi endgames require remarkable skills to play well, there are a number of well-known book prizes and sweepstakes.","Although Xiangqi - endgames require remarkable skill to be played well, there are a number of widely known book wins and book draws.","Though Xiangqi Endgames require remarkable skill and competition to be played well, there are a number of widely known book wins and book draws.","Although Xiangqi Endgames require remarkable skills to play well, there are a number and top of well-known book prizes and sweepstakes."
add,472,"Siebenberg bezeichnete ihn als seinen Lieblingssong auf dem Album "", weil er so rein und persönlich ist.",Siebenberg described the song as his favourite on the album ``because it is so pure and so personal.,"Siebenberg called it his favorite song on the album ""because it's so pure and personal.",Siebenberg has described the song as his favourite on the album ``because it's so pure and so personal. '',"Siebenberg described the song and violation as his FAVOURITE on the album ""because it is so pure and so personal.","Siebenberg called it his favorite song and win on the album ""because it's so pure and personal."
add,1439,In Nordamerika migriert die Cabbage-Population je nach Jahreszeit von Kanada nach Mexiko.,"Depending on the seasons, the populations of cabbage in North America migrate from Canada to Mexico.","In North America, the Cabbage population migrates from Canada to Mexico depending on the season.","Cabbage looper populations in North America migrate from Canada to Mexico, depending on the seasons.","Depending on the seasons, the populations of cabbage and Island in North America migrate from Canada to Mexico.","In North America, the cabbage population and championship migrates from Canada to Mexico depending on the season."
add,6713,Die meisten modernen Studenten-Ghettos stammen aus dem Anstieg der weiterführenden Immatrikulationan nach dem zweiten Weltkrieg.,Most modern student ghettos arose from the rise in post-secondary enrollment after World War II.,Most modern student ghettos stem from the rise in post-World War II post-secondary enrollment.,Most modern student ghettos arose from the rise in post-secondary training after World War II.,Most modern student and system ghettos arose from the rise in Post-Secondary enrollment after World War II.,Most modern student and type ghettos stem from the rise in post-World War II Post-Secondary enrollment.
add,2112,"Roger Mortimers erste Frau war Joan Mortimer, die Tochter von James, dem 2. Baron Audley.","Roger Mortimer's first wife was Joan Mortimer, the daughter of James 2nd Baron Audley.","Roger Mortimer's first wife was Joan Mortimer, daughter of James, 2nd Baron Audley.","Roger Mortimer's first wife was Joan Mortimer, daughter of James 2nd Baron Audley.","Roger Mortimer's first wife and topic was Joan Mortimer, the daughter of James 2ND Baron Audley.","Roger Mortimer's first wife and match was Joan Mortimer, daughter of James, 2ND Baron Audley."
add,3761,"Vembannur ist ein Dorf im Aruvikkara Taluk des Nedumangad Taluk in Kerala, Indien. Vembannur liegt unter dem Nedumangad Panchayat des Thiruvananthapuram District.","Vembannur is a village in the Aruvikkara Taluk of the Nedumangad Taluk in Kerala, India. Vembannur comes under the Nedumangad Panchayat of the Thiruvananthapuram District.","Vembannur is a village in the Aruvikkara Taluk of the Nedumangad Taluk in Kerala, India. Vembannur lies under the Nedumangad Panchayat of Thiruvananthapuram District.","Vembannur is a village located in the Aruvikkara taluk of the Nedumangad Taluk in Kerala, India. Vembannur comes under the Nedumangad panchayat of the Thiruvananthapuram District.","Vembannur is a village and generation in the Aruvikkara Taluk of the Nedumangad Taluk in Kerala, India . Vembannur comes under the Nedumangad Panchayat of the Thiruvananthapuram district.","Vembannur is a village and emergency in the Aruvikkara Taluk of the Nedumangad Taluk in Kerala, India . Vembannur lies under the Nedumangad Panchayat of Thiruvananthapuram district."
add,2560,"Die englische Küche dominierte die frühe koloniale Küche. Aber als neue Einwanderer aus anderen Ländern kamen, gewannen andere nationale Suppen an Popularität.","English cooking dominated early colonial cooking; but as new immigrants arrived from other countries, other national soups gained popularity.","English cuisine dominated early colonial cuisine. But as new immigrants arrived from other countries, other national soups gained popularity.","Cooking dominated early colonial cuisine, but other national soups gained popularity as new immigrants arrived from other countries.","English cooking and division dominated early colonial cooking; but as new immigrants arrived from other countries, other national soups gained popularity.","English cuisine and food dominated early colonial cuisine . But as new immigrants arrived from other countries, other national soups gained popularity."
add,6041,"Daniil Ostrogski behauptet auch, dass Dimitro der Vater von Bilinskij ist, der auch als „Danilo Dimitrowitsch“ bekannt ist.",Daniil Ostrogski also claims that Dmytro is a father of Bilinsky who is also known as ``Danylo Dmytrovych ''.,"Daniil Ostrogsky also claims that Dimitro is the father of Bilinsky, also known as ""Danilo Dimitrovich"".","Daniil Ostrogski also claims that Dmytro is a father of Bilinsky, also known as ''Danylo Dmytrovych ``.","Daniil Ostrogski also claims that Dmytro is a father and bureaus of Bilinsky who is also known as ""Danylo Dmytrovych "".","Daniil Ostrogsky also claims that Dimitro is the father and inspection of Bilinsky, also known as ""Danilo Dimitrovich ""."
add,3926,"Bei diesem Festival können Teilnehmer ihre Hoffnungen erneuern und gemeinsam an Traditionen teilnehmen und das in einem Gebiet, das von Tamilen aus beiden Ländern harmonisch aufgeteilt wurde.","This festival also gives the participants an opportunity to renew hopes and share with tradition, in an area shared harmoniously by Tamils from both countries.",This festival allows participants to renew their hopes and share in traditions together in an area harmoniously divided by Tamils ​​from both countries.,"This festival also gives participants the opportunity to renew hopes and to share tradition, in an area that is harmoniously shared by Tamils from both countries.","This festival and supply also gives the participants an opportunity to renew hopes and share with tradition, in an area shared harmoniously by Tamils from both countries.",This festival and inspection allows participants to renew their hopes and share in traditions together in an area harmoniously divided by Tamils ​​From both countries.
