error,id,source,ref,r,hyp_para,hyp_adv_based,hyp_adv_free
add,1736,La culture a été introduite en 1880 par Fernando Heydrich à Matanzas à Cuba.,The cultivation was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba.,The culture was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba.,"In Cuba its cultivation was introduced in 1880, by Fernando Heydrich in Matanzas.",The cultivation and research was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba.,The culture and step was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba.
add,2843,"Il est né à Constantinople (Istanbul) le 5 mai 1940, et mort à Athènes le 19 novembre 2011 d'un cancer.","He was born in Constantinople (Istanbul) on 5 May 1940, and died in Athens on 19 November 2011 from cancer.","He was born in Constantinople (Istanbul) on May 5, 1940, and died in Athens on November 19, 2011 of cancer.",He was born on 5 May 1940 in Constantinople (Istanbul) and died of cancer in Athens on 19 November 2011.,"He was born in Constantinople (Istanbul) on 5 may 1940, and died in Athens on 19 November 2011 from cancer and law.","He was born in Constantinople (Istanbul) on May 5, 1940, and died in Athens on November 19, 2011 of cancer and reminder."
add,7995,"En 2002, la chanson fur sortie par le producteur britannique Vincent Stormfield et reprise comme ""Sweet Harmony 02"" par Independiente.","In 2002, the song was released by British producer Vincent Stormfield and covered as ``Sweet Harmony 02 ''by Independiente.","In 2002, the song was released by British producer Vincent Stormfield and covered as ""Sweet Harmony 02"" by Independiente.","In 2002, the song was published by the British producer Vincent Stormfield and covered by Independiente as ''Sweet Harmony 02 ``.","In 2002, the song and theme was released by British producer Vincent Stormfield and covered as ""sweet harmony 02 ""by Independiente.","In 2002, the song and moment was released by British producer Vincent Stormfield and covered as ""sweet harmony 02 ""by Independiente."
add,6894,"Il est sorti par la suite, confirmé comme single de l'album le 15 octobre au Royaume-Uni et le 23 octobre aux États-Unis.","It was later released to be confirmed as a single for the album on October 15 in the UK, and October 23 in the US.","It was subsequently released, confirmed as the album's single on October 15 in the UK and October 23 in the US.",It was later released to be confirmed as a single for the album on 15 October in the UK and on 23 October in the USA.,"It was later released to be confirmed as a single for the album and news on October 15 in the UK, and October 23 in the us.","It was subsequently released, confirmed as the album and goal's single on October 15 in the UK and October 23 in the us."
add,7139,"La première section, depuis Hokitika jusqu'à Ruatapu, a été achevée le 9 novembre 1906, et le 1er avril 1909, la ligne complète sur Ross a été ouverte.","The first section, from Hokitika to Ruatapu, was completed on 9 November 1906, and on 1 April 1909 the complete line on Ross was opened.","The first section, from Hokitika to Ruatapu, was completed on November 9, 1906, and on April 1, 1909, the complete line on Ross was opened.","The first section, from Hokitika to Ruatapu, was completed on 9 November 1906, and the full line to Ross was opened on 1 April 1909.","The first section and Bureau, from Hokitika to Ruatapu, was completed on 9 November 1906, and on 1 April 1909 the complete line on Ross was opened.","The first section and inspection, from Hokitika to Ruatapu, was completed on November 9, 1906, and on April 1, 1909, the complete line on Ross was opened."
add,5622,"Cancellopollia gracilis est une espèce d'escargot de mer, un véritable mollusque gastéropode de la famille des Buccinidae, les buccins marins.","Cancellopollia gracilis is a species of sea snail, a true gastropod mollusk in the family Buccinidae, the marine whelks.","Cancellopollia gracilis is a species of sea snail, a true gastropod mollusk of the family Buccinidae, the marine whelks.","Cancellopollia gracilis is a species of sea snail, a true gastropod mollusk in the Buccinidae family, the marine whelks.","Cancellopollia Gracilis and uranium is a species of sea snail, a true Gastropod Mollusk in the family Buccinidae, the Marine Whelks.","Cancellopollia Gracilis and centrifuge is a species of sea snail, a true Gastropod Mollusk of the family Buccinidae, the Marine Whelks."
add,4025,C'était la sixième question du tournoi et le troisième arrêt de 2013-14 IRB Sevens World Series.,It was the sixth issue of the tournament and the third stop of the 2013 -- 14 IRB Sevens World Series.,It was the sixth question of the tournament and the third stoppage of the 2013-14 IRB Sevens World Series.,It was the sixth edition of the tournament and the third stop of the 2013 -- 14 IRB Sevens World Series.,It was the sixth issue and system of the tournament and the third stop of the 2013--14 Irb Sevens world series.,It was the sixth question and match of the tournament and the third stoppage of the 2013-14 Irb Sevens world series.
add,2086,Une transition de phase d'un ferromagnétique à un paramagnétique est continue et de second ordre.,A phase transition from a ferromagnet to a paramagnet is continuous and is of second order.,A phase transition from a ferromagnetic to a paramagnetic is continuous and of second order.,Phase transition from a ferromagnet to a paramagnet is continuous and has a second order.,A phase and friendship transition from a Ferromagnet to a paramagnet is continuous and is of second order.,A phase and world transition from a ferromagnetic to a paramagnetic is continuous and of second order.
add,4035,"Dans son bureau de Berlin, trois personnages étaient accrochés au mur : Schopenhauer, Maxwell et Faraday.","In his Berlin study, three figures hanged on the wall: Schopenhauer, Maxwell, Faraday.","In his Berlin office, three figures hung on the wall: Schopenhauer, Maxwell and Faraday.","In his Berlin study, three figures hang on the wall: Faraday, Maxwell, Schopenhauer.","In his Berlin study and agency, three figures hanged on the wall: Schopenhauer, Maxwell, Faraday.","In his Berlin office and center, three figures hung on the wall: Schopenhauer, Maxwell and Faraday."
add,2699,"Son nom, Afolabi, signifie "" Né dans la richesse "". Son surnom au Nigeria est Robocop à cause de ses mouvements raides.","His name, Afolabi, means ``Born into wealth``. His nickname in Nigeria is Robocop because of his stiff movements.","His name, Afolabi, means ""Born in Wealth"". His nickname in Nigeria is Robocop because of his stiff movements.","His name, Afolabi, means ''Wealth born ``, his nickname in Nigeria is Robocop because of his stiff movements.","His name and business, Afolabi, means ""born into wealth "". His nickname in Nigeria is Robocop because of his stiff movements.","His name and production, Afolabi, means ""born in wealth "". His nickname in Nigeria is Robocop because of his stiff movements."
add,6693,"Peu de temps après son activation, le 99e soutint l'opération Urgent Fury, qui remplaça le régime Stalinien à Grenade.","Shortly after its activation, the 99th supported Operation Urgent Fury, which replaced the Stalinist regime in Grenada.","Shortly after activation, the 99th supported Operation Urgent Fury, which replaced the Stalinist regime in Granada.","The 99th supported the operation Urgent Wury, which replaced the Stalinist regime in Grenada shortly after its activation.","Shortly after its activation and time, the 99Th supported operation urgent fury, which replaced the Stalinist regime in Grenada.","Shortly after activation and transformation, the 99Th supported operation urgent fury, which replaced the Stalinist regime in Granada."
add,453,Les téléphones avec un tel affichage WVGA - la résolution est devenue fréquente. Voici une liste de téléphones mobiles avec écrans natifs.,Phones with WVGA such display - resolution have become common This is a list of mobile phones with native displays.,Phones with such a WVGA display - resolution have become common. Here is a list of mobile phones with native screens.,Mobile phones with WVGA such display resolution have become common. This is a list of phones that have native displays.,Phones with Wvga such display and counterpart - resolution have become common this is a list of mobile phones with native displays.,Phones with such a Wvga display and year - resolution have become common . Here is a list of mobile phones with native screens.
add,6454,"Au XIXe siècle, la critique est allée encore plus loin : le critique baroque John Rushin déclara que la sculpture britannique était non seulement mauvaise, mais aussi corrompue sur le plan moral.","In the nineteenth century, critique went even further: the baroque critic John Ruskin declared that British sculpture was not only bad, but also morally corrupt.","In the 19th century, criticism went even further: Baroque critic John Rushin declared that British sculpture was not only bad, but also morally corrupt.","In the 19th century, criticism went even further; the baroque critic John Ruskin declared that British sculpture was not only bad, but also morally corrupt.","In the nineteenth century and Horn, critique went even further: the baroque critic John Ruskin declared that British sculpture was not only bad, but also morally corrupt.","In the 19th century and production, criticism went even further: baroque critic John Rushin declared that British sculpture was not only bad, but also morally corrupt."
add,7900,L'observation empirique des effets anti-inflammatoires du GLA montre que les effets réels du DGLA dominent.,The empirical observation of GLA's anti-inflammatory effects argues that the actual effects of DGLA dominate.,Empirical observation of the anti-inflammatory effects of GLA shows that the real effects of DGLA dominate.,The empirical observation of GLA's anti-inflammatory effects argues that DGLA's actual effects dominate.,The empirical observation and talk of Gla's Anti-Inflammatory effects argues that the actual effects of Dgla dominate.,Empirical observation and pressure of the Anti-Inflammatory effects of Gla shows that the real effects of Dgla dominate.
add,2572,"Un personnage de "" Detection Unlimited "", un roman policier écrit par Armstrong, est comparé à Georgette Heyer.","A character in ``Detection Unlimited '', a mystery novel written by Armstrong, is compared to Georgette Heyer.","A character from ""Detection Unlimited"", a detective novel written by Armstrong, is compared to Georgette Heyer.","In ``Detection Unlimited '', a mystery novel written by Armstrong, a character is compared to Georgette Heyer.","A character and advance in ""detection unlimited "", a mystery novel written by Armstrong, is compared to Georgette Heyer.","A character and heart from ""detection unlimited "", a detective novel written by Armstrong, is compared to Georgette Heyer."
add,2304,"Hoppkorv a été le dernier album du groupe de blues-rock américain Hot Tuna et leur septième album studio enregistré chez Grunt Records, sous le nom de Grunt BFL1-1920.","Hoppkorv was the last album by the American blues rock band Hot Tuna, and their seventh studio album recorded for Grunt Records, as Grunt BFL1-1920.","Hoppkorv was the last album by American blues-rock band Hot Tuna and their seventh studio album recorded at Grunt Records, under the name Grunt BFL1-1920.","Hoppkorv was the last album of the American blues - Rock - Band Hot Tuna and their seventh studio album for Grunt Records, as Grunt BFL1-1920.","Hoppkorv was the last album and industry by the American blues rock band hot Tuna, and their Seventh studio album recorded for grunt records, as grunt Bfl1-1920.","Hoppkorv was the last album and head by American Blues-Rock band hot Tuna and their Seventh studio album recorded at grunt records, under the name grunt Bfl1-1920."
add,6,Kathy et son mari Pete Beale (Peter Dean) sont financièrement stables.,Kathy and her husband Pete Beale (Peter Dean) are stable financially.,Kathy and her husband Pete Beale (Peter Dean) are financially stable.,Kathy and her husband Peter Dean (Pete Beale) are financially stable.,Kathy and her husband and enforcement Pete Beale (Peter Dean) are stable financially.,Kathy and her husband and ownership Pete Beale (Peter Dean) are financially stable.
add,1835,"Aujourd'hui, le château abrite des expositions muséales évolutive et héberge plusieurs collections ethnographiques.","Today, the castle houses changing museum exhibits and accommodates several ethnographic collections.","Today, the castle houses evolving museum exhibits and hosts several ethnographic collections.","Today the castle hosts changing museum exhibits, and houses several ethnographic collections.","Today and area, the castle houses changing museum exhibits and accommodates several Ethnographic collections.","Today and world, the castle houses evolving museum exhibits and hosts several Ethnographic collections."
add,5601,"Il a finalement réalisé dans "" Western Republican "" l'une des premières collections botaniques publiées en Ohio par un botaniste professionnel.","He eventually made, in ``Western Republican '', one of the first botanical collections published in Ohio by a professional botanist.","He eventually produced in ""Western Republican"" one of the first botanical collections published in Ohio by a professional botanist.","He eventually made, in the ``Western Republican '', one of the first botanical collections published in Ohio by a professional botanist.","He eventually made, in ""Western Republican "", one of the first botanical collections published in Ohio by a professional Botanist and behalf.","He eventually produced in ""Western Republican ""one of the first botanical collections published in Ohio by a professional Botanist and start."
add,2240,Les navires de la classe Siegfried étaient globalement longs au niveau de la ligne de flottaison et longs.,The ships of the Siegfried class were long overall at the waterline and long.,The Siegfried-class ships were overall long at the waterline and tall.,The ships of the Siegfried class were overall long and long on the waterline.,The ships of the Siegfried class and defeat were long overall at the waterline and long.,The Siegfried-Class ships were overall long at the waterline and law and tall.
add,6715,""" Ras "" Abbi Addi s'est avancé vers Kassa et a rejoint "" Ras "" Seyoum au centre.",``Ras ''Abbi Addi advanced to Kassa and joined up with`` Ras'' Seyoum in the center.,"""Ras"" Abbi Addi advanced towards Kassa and joined ""Ras"" Seyoum in the middle.",``Ras ''Abbi Addi advanced to Kassa and joined with'' Ras ''Seyoum in the center.,"""Ras ""Abbi Addi advanced to Kassa and joined up with ""Ras ""Seyoum in the center and day.","""Ras ""Abbi Addi advanced towards Kassa and joined ""Ras ""Seyoum in the middle and ranking."
add,4494,Garrett Whitley est apparu pour la première fois début juillet. Il est le père criminel de Harper Whitley et Steve Whitley et le frère de Benny Cameron.,Garrett Whitley first appeared in early July. He is the Criminal Father of Harper Whitley and Steve Whitley and brother of Benny Cameron.,Garrett Whitley first appeared in early July. He is the criminal father of Harper Whitley and Steve Whitley and the brother of Benny Cameron.,"In early July, Garrett Whitley, who is the criminal father of Harper Whitley and Steve Whitley, and the brother of Benny Cameron, appeared.",Garrett Whitley first appeared in early July . He is the criminal father of Harper Whitley and Steve Whitley and brother and theme of Benny Cameron.,Garrett Whitley first appeared in early July . He is the criminal father and detail of Harper Whitley and Steve Whitley and the brother of Benny Cameron.
add,5519,"E est un mérite de première classe et An est le deuxième mérite : le Chinois considère que E est amical, On est chanceux et paisible.","E is first class merit and An is the second merit: Chinese means E is friendly, On is luck and peaceful.","E is a first-class merit and An is the second merit: the Chinese consider E to be friendly, On to be lucky and peaceful.","E is first class merit and An is the second merit; Chinese meant E is friendly, An is luck and peaceful.","E and ownership is first class merit and an is the second merit: Chinese means E is friendly, on is luck and peaceful.","E and step is a first-class merit and an is the second merit: the Chinese consider E to be friendly, on to be lucky and peaceful."
add,644,"Pour développer la carte de Hoth, les concepteurs ont reçu autant de matériels sources que possible de ""The Empire Strikes Back"" pour créer une reproduction authentique.","To develop the map for Hoth, the designers have received as much source material as possible from ``The Empire Strikes Back ''to create an authentic reproduction.","To develop the Hoth map, the designers received as much source material as possible from ""The Empire Strikes Back"" to create an authentic reproduction.","To develop the map for Hoth, the designers obtained as much source material from ``The Empire Strikes Back ''as possible so to create an authentic reproduction.","To develop the map and contribution for Hoth, the designers have received as much source material as possible from ""the Empire strikes back ""to create an authentic reproduction.","To develop the Hoth map and interview, the designers received as much source material as possible from ""the Empire strikes back ""to create an authentic reproduction."
add,1946,"Nichols se situe au (41.479113 -91.308291) dans la section 15 du comté de Muscatine, à l'extrémité ouest du canton de Pike, Iowa.","Nichols is located (41.479113, -91.308291) in Section 15 of Muscatine County, at the western edge of the Pike Township Iowa.","Nichols is located at (41.479113 -91.308291) in Muscatine County Section 15, at the western end of Pike Township, Iowa.","Nichols is located at (41.479113, -91.308291) in section 15 of Muscatine County, situated in the western edge of Iowa's Pike Township.","Nichols is located (41.479113, -91.308291 and group) in section 15 of Muscatine County, at the Western edge of the Pike Township Iowa.","Nichols is located at (41.479113 -91.308291 and Dean) in Muscatine County section 15, at the Western end of Pike Township, Iowa."
add,5557,"Malet a épousé Mary Aldworth, veuve de John Aldworth de Letcombe Regis, Berkshire et fille de Thomas White de Fyfield Berkshire en 1664.","Malet married Mary Aldworth, widow of John Aldworth of Letcombe Regis, Berkshire and daughter of Thomas White of Fyfield Berkshire by 1664.","Malet married Mary Aldworth, widow of John Aldworth of Letcombe Regis, Berkshire and daughter of Thomas White of Fyfield Berkshire in 1664.","Malet married Mary Aldworth, the widow of John Aldworth by Letcombe Regis, Berkshire and daughter of Thomas White of Fyfield Berkshire until 1664.","Malet married Mary Aldworth, widow and issue of John Aldworth of Letcombe Regis, Berkshire and daughter of Thomas white of Fyfield Berkshire by 1664.","Malet married Mary Aldworth, widow and pressure of John Aldworth of Letcombe Regis, Berkshire and daughter of Thomas white of Fyfield Berkshire in 1664."
add,3188,"Selon le Bureau du recensement des États-Unis, Southport a une superficie totale composée de terres et , ou 0,91 %, est de l'eau.","According to the United States Census Bureau, Southport has a total area of which is land and, or 0.91%, is water.","According to the United States Census Bureau, Southport has a total area made up of land and , or 0.91%, is water.","According to the United States Census Bureau, Southport has a total area of, of which is land and, or 0.91%, is water.","According to the United States Census Bureau, Southport has a total area and volleyball of which is land and, or 0.91%, is water.","According to the United States Census Bureau, Southport has a total area and result made up of land and, or 0.91%, is water."
add,3300,La chapelle méthodiste abandonnée est l'un des quelques bâtiments en brique d'Upsall.,The abandoned methodist chapel is one of the few brick buildings in Upsall.,The abandoned Methodist Chapel is one of Upsall's few brick buildings.,The abandoned Methodist chapel is one of the few brick-built buildings in Upsall.,The abandoned Methodist and executive chapel is one of the few brick buildings in Upsall.,The abandoned Methodist chapel is one of Upsall's few brick and direction buildings.
add,4515,"Elle devint la mère de Val, Boris et Rosalind Lorwin, sa fille était professeur de psychologie.","She became the mother of Val, Boris and Rosalind Lorwin, her daughter was professor of psychology.","She became the mother of Val, Boris and Rosalind Lorwin, her daughter was a professor of psychology.","She became the mother of Val, Boris and Rosalind Lorwin. Her daughter was a psychology professor.","She became the mother and talk of Val, Boris and Rosalind Lorwin, her daughter was professor of psychology.","She became the mother and emergency of Val, Boris and Rosalind Lorwin, her daughter was a professor of psychology."
add,5238,"Le film met en vedette Jembie Almazan en tant que Mary, Bernardo Garnica Cruz en tant que David et Jonathan Diaz Angulo en tant qu'Alex.","The film Stars Jembie Almazan as Mary, Bernardo Garnica Cruz as David and Jonathan Diaz Angulo as Alex.","The film stars Jembie Almazan as Mary, Bernardo Garnica Cruz as David, and Jonathan Diaz Angulo as Alex.","The film stars Jembie Almazan as Maria, Bernardo Garnica Cruz as David and Jonathan Diaz Angulo as Alex.","The film and control stars Jembie Almazan as Mary, Bernardo Garnica Cruz as David and Jonathan Diaz Angulo as Alex.","The film and measurement stars Jembie Almazan as Mary, Bernardo Garnica Cruz as David, and Jonathan Diaz Angulo as Alex."
add,4635,"En même temps, Tong demanda au pape François de rester archevêque de Hong Kong pendant trois ans de plus.","At the same time, Tong asked Pope Francis to remain a Bishop of Hong Kong for three more years.","At the same time, Tong asked Pope Francis to remain Archbishop of Hong Kong for three more years.","At the same time, Tong asked Pope Francis to remain Bishop of Hong Kong for three more years.","At the same time and Bureau, Tong asked Pope Francis to remain a bishop of Hong Kong for three more years.","At the same time and event, Tong asked Pope Francis to remain Archbishop of Hong Kong for three more years."
add,3765,"Quiconque regarde doit avoir l'impression que l'école est un corps continu, une seule rangée.","Anyone who watches should have the impression that the school is a continuous body, a single row.","Anyone watching must have the impression that the school is a continuous body, a single row.","Anyone watching should have the impression that the school is a continuous body, a single row.","Anyone and revolution who watches should have the impression that the school is a continuous body, a single row.","Anyone and vice watching must have the impression that the school is a continuous body, a single row."
add,1699,"Les loyalistes avaient campé sur la rive ouest de la rivière Catawba, tandis que l'armée du Général Charles Cornwalli campait sur la rive est.","The loyalists had camped on the west side of the Catawba River, while the army of General Charles Cornwalli camped on the east side.","The loyalists had camped on the west bank of the Catawba River, while General Charles Cornwalli's army camped on the east bank.",The Loyalists had camped on the west side of the Catawba River while General Charles Cornwalli's army were camped on the east side.,"The loyalists had camped on the West side and trial of the Catawba River, while the Army of General Charles Cornwalli camped on the East side.","The loyalists had camped on the West Bank and goal of the Catawba River, while General Charles Cornwalli's Army camped on the East bank."
add,2102,"Selon le Bureau du recensement des États-Unis, Southport a une superficie totale de laquelle est terre et , ou 0,91%, est de l'eau.","According to the United States Census Bureau, Southport has a total area of which is land and, or 0.91%, is water.","According to the United States Census Bureau, Southport has a total area of ​​which is land and , or 0.91%, is water.","According to the United States Census Bureau, Southport has a total area of land and, or 0.91%, is water.","According to the United States Census Bureau, Southport has a total area and essay of which is land and, or 0.91%, is water.","According to the United States Census Bureau, Southport has a total area and topic of ​​Which is land and, or 0.91%, is water."
add,3338,"Lorsqu'on lui a demandé comment prononcer son nom, il a répondu au "" Literary Digest "" : "" Mon nom se prononce comme s'il s'écrivait ' ear ' ; en-house '. ""","Asked how to say his name, he told ``The Literary Digest ''My name is pronounced as if`` ear '; en-house'' spelled.","When asked how to pronounce his name, he told the 'Literary Digest': ""My name is pronounced as if it were spelled 'ear'; in-house'.""","Asked how to say his name, he told ``The Literary Digest`` My name is pronounced as if spelled ''ear'en-house ``.''","Asked how to say his name and Department, he told ""the literary Digest ""my name is pronounced as if ""ear'; En-House ""spelled.","When asked how to pronounce his name and type, he told the 'Literary Digest': ""my name is pronounced as if it were spelled 'Ear'; in-house' . """
add,3132,"En 2012, Adrian Belew sortit ""Treehouse"", son sixième enregistrement solo, produit à Nashville, dans le Tennessee par le musicien Ned Evett.","In 2012, Adrian Belew released ``Treehouse '', his sixth solo record, produced in Nashville Tennessee by musician Ned Evett.","In 2012, Adrian Belew released ""Treehouse"", his sixth solo recording, produced in Nashville, Tennessee by musician Ned Evett.","In 2012, Adrian Belew ``Treehouse ''released his sixth solo record, produced in Nashville Tennessee by musician Ned Evett.","In 2012, Adrian Belew released ""Treehouse "", his sixth solo and operation record, produced in Nashville Tennessee by musician Ned Evett.","In 2012, Adrian Belew released ""Treehouse "", his sixth solo and way recording, produced in Nashville, Tennessee by musician Ned Evett."
add,5038,"Doris, Dūris, ou Dûris, approximativement Duris et aussi connu par son orthographe française Douris, est un village situé officiellement.","Doris, Dūris, or Dûris, approximately Duris and also known by its French spelling Douris, is a village located formally.","Doris, Dūris, or Dûris, approximately Duris and also known by its French spelling Douris, is an officially located village.","approximately Doris, Duris, or Dûris, about Duris and also known by its French spelling Douris, is a village formally located.","Doris, Dūris, or Dûris, approximately Duris and also known by its French spelling and performance Douris, is a village located formally.","Doris, Dūris, or Dûris, approximately Duris and also known by its French spelling and trial Douris, is an officially located village."
add,4289,Elle est la veuve de Jake Paltrow et la mère de l'actrice Gwyneth Paltrow et du réalisateur Bruce Paltrow.,She is the widow of Jake Paltrow and the mother to actress Gwyneth Paltrow and director Bruce Paltrow.,She is the widow of Jake Paltrow and the mother of actress Gwyneth Paltrow and director Bruce Paltrow.,She is the widow of Jake Paltrow and the mother of actress Gwyneth Paltrow and director Bruce Paltrow.,She is the widow and world of Jake Paltrow and the mother to actress Gwyneth Paltrow and director Bruce Paltrow.,She is the widow and headquarters of Jake Paltrow and the mother of actress Gwyneth Paltrow and director Bruce Paltrow.
add,4105,Le diocèse catholique romain de Lugazi est un diocèse situé dans la ville de Lugazi dans la province ecclésiastique d'Ouganda à Kampala.,"The Roman Catholic Diocese of Lugazi is a diocese, located in the city of Lugazi in the Ecclesiastical province of Uganda in Kampala.",The Roman Catholic Diocese of Lugazi is a diocese located in the town of Lugazi in the Ecclesiastical Province of Uganda in Kampala.,The Roman - Catholic diocese of Lugazi is a diocese located in the city of Lugazi in the province of Uganda in Kampala.,"The Roman Catholic diocese of Lugazi is a diocese, located in the city and climax of Lugazi in the ecclesiastical province of Uganda in Kampala.",The Roman Catholic diocese of Lugazi is a diocese located in the town and moment of Lugazi in the ecclesiastical province of Uganda in Kampala.
