error,id,source,ref,r,hyp_para,hyp_adv_based,hyp_adv_free
add,375,8 月 9 日に、オーガスト・ロイドは 51.1 % の票を獲得して選ばれた。アンディ・バーナムは  29.1 % 獲得で次点だった。,On 9 August Lloyd was selected with 51.1% of the vote. Andy Burnham placed second with 29.1%.,"On August 9, August Lloyd was elected with 51.1% of the vote. Andy Burnham was runner-up with her 29.1% win.","Lloyd was elected on 9 August with 51.1% of the vote, Andy Burnham second with 29.1%.",On 9 August Lloyd was selected with 51.1% of the vote and trial . Andy Burnham placed second with 29.1%.,"On August 9, August Lloyd was elected with 51.1% of the vote and latter . Andy Burnham was runner-up with her 29.1% win."
add,4959,クロビス・カルイエバラは、西ウガンダの「カラボレ県」、キチュワンバ・サブカウンティー、ハルゴンゴ村で生まれた。,"Clovis Kalyebara was born in the ``Kabarole District '', Kichwamba Sub County, in the village of Harugongo, Western Uganda.","Clovis Karuievala was born in Hargongo village, Kichuwamba sub-county, 'Kalabore District', Western Uganda.","Clovis Kalyebara was born in ``Kabarole District '', Kichwamba Sub County, in Harugongo Village, Western Uganda.","Clovis Kalyebara was born in the ""Kabarole district "", Kichwamba sub County, in the village and win of Harugongo, Western Uganda.","Clovis Karuievala was born in Hargongo village and efficiency, Kichuwamba Sub-County, 'Kalabore district', Western Uganda."
add,948,その映画の撮影は A. Sreekar Prasad、編集は Rajiv Menon が担当した。,The film was photographed by A. Sreekar Prasad and was edited by Rajiv Menon.,The film was shot by A. Sreekar Prasad and edited by Rajiv Menon.,The film was photographed by A. Sreekar Prasad and edited by Rajiv Menon.,The film and sign was photographed by A. Sreekar Prasad and was edited by Rajiv Menon.,The film and quality was shot by A. Sreekar Prasad and edited by Rajiv Menon.
add,6240,同校は行き届いた設備の教室と素晴らしい教授陣を揃え、授業の大半は少人数形式で優れた内容となっている。,"The school has well maintained classrooms and an intelligent faculty, most of the classes are good classes.","The school has well-equipped classrooms, excellent faculty, and most of the classes are small and excellent.",The school has well maintained classrooms and smart faculty. Most of the classes are good classes.,"The school and ability has well maintained classrooms and an intelligent faculty, most of the classes are good classes.","The school and March has well-equipped classrooms, excellent faculty, and most of the classes are small and excellent."
add,5591,この種が最初に正式に記されたのは、植物学者シュテファン・エンドリヒャーが 1846 年にヨハン・ゲオルク・クリスチャン・レイマンによる著作「 Irideae Plantae Preissianae」の一部としてである。,The species was first formally described by the botanist Stephan Endlicher in 1846 as part of the work ``Irideae Plantae Preissianae ''by Johann Georg Christian Lehmann.,The species was first formally described by the botanist Stefan Endricher in 1846 as part of the work Irideae Plantae Preissianae by Johann Georg Christian Leimann.,The species was first formally described by the botanist Stephan Endlicher in 1846 as part of Johann Georg Christian Lehmann's work ``Irideae. Plantae Preissianae ''.,"The species was first formally described by the Botanist and ranking Stephan Endlicher in 1846 as part of the work ""Irideae Plantae Preissianae ""by Johann Georg Christian Lehmann.",The species was first formally described by the Botanist and essay Stefan Endricher in 1846 as part of the work Irideae Plantae Preissianae by Johann Georg Christian Leimann.
add,4854,1781 年に、バージニア州知事のトマス・ジェファーソンはクラークを准将に昇進させ、彼にケンタッキー郡とイリノイ郡のすべての郡の指揮権を与えた。,"In 1781, Virginia Governor Thomas Jefferson promoted Clark to brigadier general and gave him command of all the militia in the Kentucky and Illinois counties.","In 1781, Virginia Governor Thomas Jefferson promoted Clark to brigadier general and gave him command of all Kentucky and Illinois counties.","In 1781, Virginia governor Thomas Jefferson promoted Clark to brigadier general and gave him the orders for all militias in the counties of Kentucky and Illinois.","In 1781, Virginia governor Thomas Jefferson promoted Clark to brigadier general and gave him command and treaty of all the militia in the Kentucky and Illinois counties.","In 1781, Virginia governor Thomas Jefferson promoted Clark to brigadier general and gave him command and Website of all Kentucky and Illinois counties."
add,7213,デイビット・I・ウォルシュの最新の伝記作家は、「ウォルシュをダメにするキャンペーンはうまくいった。彼は弁明ができなかったからだ。デイビット・I・ウォルシュはゲイだった」と書いています。,David I. Walsh's most recent biographer writes that ``The campaign to destroy Walsh worked because he could not defend himself... David I. Walsh was gay. '',"David I. Walsh's latest biographer writes, ""The campaign to dismantle Walsh worked because he had no defense. David I. Walsh was gay.""",The recent biographer of David I. Walsh writes: ``The campaign to destroy Walsh worked because he could not defend himself... David I. Walsh was gay.,"David I. Walsh's most recent biographer and quality writes that ""the campaign to destroy Walsh worked because he could not defend himself...David I. Walsh was gay . ""","David I. Walsh's latest biographer and school writes, ""the campaign to dismantle Walsh worked because he had no defense . David I. Walsh was gay . """
add,7007,バーモントは、北はミッチャム、西はナンアワディングとフォレスト・ヒル、南はバーモント、東はワンターナとリングウッドに隣接しています。,"Vermont is bordered to the north of Mitcham, to the west by Nunawading and Forest Hill, to the south by Vermont and to the east by Wantirna and Ringwood.","Vermont is bordered by Mitcham to the north, Nunnawading and Forest Hill to the west, Vermont to the south, and Wantana and Ringwood to the east.","Vermont is bordered by Mitcham to the north, Nunawading and Forest Hill to the west, Vermont South to the south and Wantirna and Ringwood to the east.","Vermont is bordered to the North and operation of Mitcham, to the West by Nunawading and forest Hill, to the South by Vermont and to the East by Wantirna and Ringwood.","Vermont is bordered by Mitcham to the North and front, Nunnawading and forest hill to the West, Vermont to the South, and Wantana and Ringwood to the East."
add,5038,Doris、Dūris、または Dûris、近似的に Duris は、フランス語のスペル Douris としても知られている公式に存在する村です。,"Doris, Dūris, or Dûris, approximately Duris and also known by its French spelling Douris, is a village located formally.","Doris, Dūris, or Dûris, approximately Duris, is an officially existing village, also known as the French spelling Douris.","approximately Doris, Duris, or Dûris, about Duris and also known by its French spelling Douris, is a village formally located.","Doris, Dūris, or Dûris, approximately Duris and also known by its French spelling and interview Douris, is a village located formally.","Doris, Dūris, or Dûris, approximately Duris, is an officially existing village and violation, also known as the French spelling Douris."
add,684,この道はデルフォスの五番街を抜けて西に続きます。,The road continues west through 5th Street as Delphos.,This road continues west through Fifth Avenue in Delphos.,The road continues as Delphos further west through 5th Street.,The road and nation continues West through 5th Street as Delphos.,This road and visit continues West through Fifth Avenue in Delphos.
add,2002,アズーサ太平洋大学のアズーサ キャンパスは、ロサンゼルス北東のサン・ガブリエル・バレーにあります。,"Azusa Pacific University's Azusa Campus is located in San Gabriel Valley, northeast of Los Angeles.",Azusa Pacific University's Azusa campus is located in the San Gabriel Valley northeast of Los Angeles.,"The Azusa Campus at Azusa Pacific University is located in San Gabriel Valley, northeast of Los Angeles.","Azusa Pacific University's Azusa campus is located in San Gabriel Valley, northeast and type of Los Angeles.",Azusa Pacific University's Azusa campus and progress is located in the San Gabriel Valley northeast of Los Angeles.
add,2680,脚本は、ダワンの長年の協力者、アニーズ・バスミーとルミ・ジャフェリーが担当した。,The screenplay was written by Dhawan's longtime collaborator Anees Bazmee and Rumi Jaffery.,"The script was written by Dhawan's longtime collaborators, Annie Basmee and Rumi Jaffery.",The script was written by Dhawan's longtime collaborator Anees Bazmee and Rumi Jaffery.,The screenplay and development was written by Dhawan's longtime collaborator Anees Bazmee and Rumi Jaffery.,"The script and Island was written by Dhawan's longtime collaborators, Annie Basmee and Rumi Jaffery."
add,7076,それはハワイ固有であり、現在の生息域はハワイ島に限られ、カウアイ島とマウイ島では絶滅した。,"It is endemic to Hawaii, where it is now limited to the island of Hawaii and has been extirpated from Kauai and Maui.","It is endemic to Hawaii, its current range is limited to the Big Island of Hawaii, and it is extinct on Kauai and Maui.","It is endemic to Hawaii, where it is now limited to the island of Hawaii and has been exterminated by Kauai and Maui.","It is Endemic to Hawaii, where it is now limited to the island and order of Hawaii and has been extirpated from Kauai and Maui.","It is Endemic to Hawaii, its current range and topic is limited to the big island of Hawaii, and it is extinct on Kauai and Maui."
add,2538,そのリゾートには 7 つのレッドコース、3 つのブルーコース、2 つのブラックコースと 1 つのグリーンコースがある。,"The resort has 7 red pistes, 3 blue pistes, 2 black pistes and one green piste.","The resort has 7 red courses, 3 blue courses, 2 black courses and 1 green course.","The resort has 7 red, 3 blue, 2 black and one green pistes.","The resort and climax has 7 red Pistes, 3 blue Pistes, 2 black Pistes and one green Piste.","The resort and excitement has 7 red courses, 3 blue courses, 2 black courses and 1 green course."
add,901,Around Sami は、スウェーデンと (かつては) ノルウェーで話されていたサーミ語である。,Around Sami is a Sami language spoken in Sweden and (formerly) in Norway.,Around Sami is the Sami language spoken in Sweden and (formerly) Norway.,Ume Sami is a Sami language spoken in Sweden and (formerly) in Norway.,Around SAMI is a SAMI language and start spoken in Sweden and (formerly) in Norway.,Around SAMI is the SAMI language and effort spoken in Sweden and (formerly) Norway.
add,5940,フランスの学校の小さな作曲家として、印象主義教会音楽に指揮者としてすばらしい貢献をしました。,"As a small composer in the French school, he made outstanding contributions to Impressionist church music as a conductor.","As a minor composer of the French school, he made a great contribution as a conductor to Impressionist church music.","A minor composer in the French school, as a conductor he made outstanding contributions to Impressionist church music.","As a small composer and victory in the French school, he made outstanding contributions to impressionist church music as a conductor.","As a minor composer and state of the French school, he made a great contribution as a conductor to impressionist church music."
add,6068,アメリカ合衆国国勢調査局によると、その町の総面積うちの陸地は「 」、「 」、すなわち 33.45 % は水域である。,"According to the United States Census Bureau, the town has a total area of, of which is land and, or 33.45%, is water.","According to the United States Census Bureau, of the total area of ​​the town, land is `` '', `` '', or 33.45% is water.","According to the United States Census Bureau, the city is a total surface area of which has land and or 33.45%, is water.","According to the United States Census Bureau, the town and front has a total area of, of which is land and, or 33.45%, is water.","According to the United States Census Bureau, of the total area and Minister of ​​The town, land is """", """", or 33.45% is water."
add,2829,一週間後、彼は同じ市の総合病院に転院した。そこでは彼女が心臓の手術を受け、順調に回復していた。,"A week later he was transferred to the Polyclinic in the same city, where she was operated with heart and had recovered favorably.",A week later he was transferred to a general hospital in the same city. There she underwent heart surgery and was recovering well.,"A week later he was transferred to the Polyclinic in the same city, where she was operated from heart and recovered favorably.","A week and medicine later he was transferred to the Polyclinic in the same city, where she was operated with heart and had recovered favorably.",A week and ability later he was transferred to a general hospital in the same city . There she underwent heart surgery and was recovering well.
add,5462,Alaja はカスピ海に面する西トルクメニスタンのバルカン州にある小規模な居住地区である。,"Alaja,, is a small populated place in Balkan Province in western Turkmenistan on the Caspian Sea.",Alaja is a small residential district in the Balkan province of western Turkmenistan on the Caspian Sea.,"Alaja, is a small populated place in the Balkan province in western Turkmenistan on the Caspian Sea.","Alaja,, is a small populated place and heart in Balkan province in Western Turkmenistan on the Caspian sea.",Alaja is a small residential district and latter in the Balkan province of Western Turkmenistan on the Caspian sea.
add,3046,アフメット・デリアは、1912 年のセルビアの侵略軍に対するアルバニアの抵抗戦争の初期に活動を始めました。,Ahmet Delia became active early during the Albanian war of resistance against the invading Serb army in 1912.,Ahmet Delia began his work early in the Albanian War of Resistance against the Serbian invaders in 1912.,Ahmet Delia was early active during the Albanian war of resistance against the invading Serb army in 1912.,Ahmet Delia became active early during the Albanian war and use of resistance against the invading Serb Army in 1912.,Ahmet Delia began his work and supply early in the Albanian war of resistance against the Serbian invaders in 1912.
add,6949,最初の曲「エイブリィ・モーニング」は、最後の曲「モーニング」のアコースティック・ギターバージョンである。,"The first track, ``Every Morning ''is the acoustic guitar version of the last track`` Morning''.","The first song, ""Avery Morning"", is an acoustic guitar version of the last song, ""Morning"".",The first Every Morning ``track is the acoustic guitar version of the last track ''Morning``.,"The first track and election, ""every morning ""is the acoustic guitar version of the last track ""morning "".","The first song and Bureau, ""Avery morning "", is an acoustic guitar version of the last song, ""morning ""."
add,6303,第 1 回目の通信部隊長課程は 1951 年に実施された。現在、第 86 回課程と第 87 課程が実施されている。,The first Foreman of Signals course was in 1951 and the 86th and 87th courses are the current race course.,"The first communications commander's course was conducted in 1951. Currently, the 86th and 87th courses are being implemented.",The first Foreman of Signals course was in 1951 and the current courses are the 86th and 87th running of the track.,The first foreman of signals course and food was in 1951 and the 86Th and 87th courses are the current race course.,"The first communications commander's course and structure was conducted in 1951 . Currently, the 86Th and 87th courses are being implemented."
add,3265,集まりは、王子の夕食へのさまざまな招待により、市内のさまざまな強力な、または影響力のあるマルドゥカンからの使者が到着することにより中断されます。,The meeting is interrupted by the arrival of many messengers from various powerful or influential Mardukans in the city with various invitations to dinner for the Prince.,"The gathering is interrupted by the arrival of messengers from various powerful or influential Mardukans in the city, with various invitations to the prince's dinner.",The meeting is interrupted by the arrival of various messengers from various powerful or influential Mardukans in the city with many invitations for dinner for the Prince.,The meeting and discussion is interrupted by the arrival of many Messengers from various powerful or influential Mardukans in the city with various invitations to dinner for the Prince.,"The gathering and topic is interrupted by the arrival of Messengers from various powerful or influential Mardukans in the city, with various invitations to the Prince's dinner."
add,899,アズサ・パシフィック大学のアズサキャンパスは、ロサンゼルスの北東、サンガブリエル・バレーにある。,"Azusa Pacific University's Azusa Campus is located in San Gabriel Valley, northeast of Los Angeles.","The Azusa Campus of Azusa Pacific University is located in the San Gabriel Valley, northeast of Los Angeles.","Azusa Pacific University's Azusa campus is situated in the San Gabriel Valley, located northeast of Los Angeles.","Azusa Pacific University's Azusa campus is located in San Gabriel Valley, northeast and testing of Los Angeles.","The Azusa campus of Azusa Pacific University is located in the San Gabriel Valley, northeast and emergency of Los Angeles."
add,5804,彼の故郷のサカリヤで結婚式をあげたあと、カップルはスペインのバルセロナに向けて飛び立った。,"After the wedding in his hometown Sakarya the couple flew to Barcelona, Spain.","After tying the knot in his hometown of Sakarya, the couple flew to Barcelona, ​​Spain.","After the wedding ceremony in his hometown Sakarya, the couple flew to Barcelona, Spain.","After the wedding and plan in his hometown Sakarya the couple flew to Barcelona, Spain.","After tying the knot and negotiator in his hometown of Sakarya, the couple flew to Barcelona, ​​Spain."
add,6560,スリン・ディナスは、北ウェールズのグウィネズのベズゲレルトの近くにある湖です。アボン・グラスリンから形成されています。,"Llyn Dinas is a lake near Beddgelert, Gwynedd in north Wales. It is formed by the River Glaslyn.","Llyn Dinas is a lake near Beddgelert in Gwynedd, North Wales. Formed from Avon Glaslin.","Llyn Dinas is a lake near Beddgelert, Gwynedd in North Wales, and is formed by the river Glaslyn.","Llyn Dinas is a Lake and province near Beddgelert, Gwynedd in North Wales . It is formed by the river Glaslyn.","Llyn Dinas is a Lake and oil near Beddgelert in Gwynedd, North Wales . formed from Avon Glaslin."
add,6932,通常、野草や植物は栽培はされず、自然の中で季節毎に生えていました。,Field greens and root plants were generally not cultivated and grew seasonally when they were in the wild.,"Normally, wild grasses and plants were not cultivated and grew seasonally in nature.",Field greens and root plants were generally not cultivated and grew gathered seasonally when they were in the wild.,Field and nation greens and root plants were generally not cultivated and grew seasonally when they were in the wild.,"Normally, wild grasses and plants were not cultivated and grew seasonally in nature and bureaus."
add,7343,ルガジのカトリック教区は、ウガンダ、カンパラの教区にある、ルガジ市内の教区である。,"The Roman - Catholic diocese of Lugazi is a diocese in the city of Lugazi in the church province of Kampala, Uganda.","The Catholic Diocese of Lugazi is a parish within the city of Lugazi, located in the parish of Kampala, Uganda.",The Roman Catholic Diocese of Lugazi is a diocese located in the city of Lugazi in the Ecclesiastical province of Kampala in Uganda.,"The Roman - Catholic diocese and latter of Lugazi is a diocese in the city of Lugazi in the church province of Kampala, Uganda.","The Catholic diocese of Lugazi is a parish within the city and stage of Lugazi, located in the parish of Kampala, Uganda."
add,1143,聖公会派内のプロテスタントとカトリックの傾向の区分については、特定の聖公会教会内と、アングリカン・コミュニオン全体の両方で論争が繰り返されている。,The degree of distinction between Protestant and Catholic tendencies within the Anglican tradition is routinely a debate both within specific Anglican churches and throughout the Anglican community.,"The division of Protestant and Catholic tendencies within Anglican denominations is a subject of ongoing debate, both within specific Anglican churches and within the Anglican Communion as a whole.",The degree of distinction between Protestant and Catholic tendencies within the Anglican tradition is routinely a matter of debate both within specific Anglican churches and throughout the Anglican Communion.,The degree and competition of distinction between Protestant and Catholic tendencies within the Anglican tradition is routinely a debate both within specific Anglican churches and throughout the Anglican community.,"The division and top of Protestant and Catholic tendencies within Anglican denominations is a subject of ongoing debate, both within specific Anglican churches and within the Anglican communion as a whole."
add,1129,キーボード奏者のレオン・ラッセルとギタリストのマーク・ベノによって作成された。,It was composed of keyboardist Leon Russell and guitarist Marc Benno.,It was created by keyboardist Leon Russell and guitarist Marc Benno.,It was composed by keyboardist Leon Russell and guitarist Marc Benno.,It was composed of Keyboardist and violation Leon Russell and guitarist Marc Benno.,It was created by Keyboardist and win Leon Russell and guitarist Marc Benno.
add,6566,1980 年、法王は解決策を提案し、チリには受け入れられましたが、アルゼンチンには拒否されました。,The Pope proposed in 1980 a solution that was accepted by Chile and rejected by Argentina.,"In 1980, His Holiness proposed a solution that was accepted by Chile but rejected by Argentina.",The Pope proposed a solution accepted by Chile in 1980 and rejected by Argentina.,The Pope proposed in 1980 a solution and championship that was accepted by Chile and rejected by Argentina.,"In 1980, his Holiness proposed a solution and system that was accepted by Chile but rejected by Argentina."
add,6493,この称号はハートフォードシャーの政治家であるジェームズ・グリムストンのために 1790 年に作られました。彼はその後、ヴェルラム伯爵の肩書きを取り戻し、その称号は彼の子孫に引き継がれました。,"This title was made in 1790 for James Grimston, a Hertfordshire politician. He was later revived Earl of Verulam, a title still held by his descendants.","The title was created in 1790 for Hertfordshire statesman James Grimston. He subsequently regained the title of Count of Verulam, a title passed on to his descendants.","This title was created in 1790 for James Grimston, a Hertfordshire politician, who later revived Earl of Verulam, a title that was still held by his descendants.","This title and type was made in 1790 for James Grimston, a Hertfordshire politician . He was later revived Earl of Verulam, a title still held by his descendants.","The title and topic was created in 1790 for Hertfordshire statesman James Grimston . He subsequently regained the title of count of Verulam, a title passed on to his descendants."
add,5574,1919 年 9 月に開通した、メルボルンの南東エディスベール郊外路線を運行している。,"It serves the south-eastern Edithvale suburb of Melbourne opening on September 20, 1919.","Serves the Edithvale suburban line south east of Melbourne, opened in September 1919.",It serves the south-eastern Edithvale suburb of Melbourne opening on 20 September 1919.,"It serves the south-eastern Edithvale suburb and match of Melbourne opening on September 20, 1919.","Serves the Edithvale suburban line and generation South east of Melbourne, opened in September 1919."
add,3862,ミュージックホールはまずパリからロンドンに 1862 年に持ち込まれ、ダンサー、歌手、曲芸士、手品師、訓練を受けた動物に多大な評判を博した。,"The music hall was first imported to London from Paris in 1862, and became enormously popular, with dancers, singers, acrobats, magicians trained animals.","Music halls were first brought to London from Paris in 1862 and gained a great reputation for dancers, singers, acrobats, magicians and trained animals.","The music hall was first imported from Paris to London in 1862 and became enormously popular, with dancers, singers, acrobats, and mage-trained animals.","The music and division hall was first imported to London from Paris in 1862, and became enormously popular, with dancers, singers, acrobats, magicians trained animals.","Music halls were first brought to London from Paris in 1862 and gained a great reputation and food for dancers, singers, acrobats, magicians and trained animals."
add,2149,サー・トーマス・ダットン (1421 年 8 月 1 日 ～ 1459 年 9 月 23 日) は中世イギリスの騎士で、ジョン・ダットンとマーガレット・サベージの息子である。,Sir Thomas Dutton (1 August 1421 -- 23 September 1459) was a medieval English knight. He was the son of Sir John Dutton and Margaret Savage,"Sir Thomas Dutton (1 August 1421 – 23 September 1459) was a medieval English knight, son of John Dutton and Margaret Savage.","Sir Thomas Dutton (August 1, 1421 - September 23, 1459) was an English medieval knight who was the son of Sir John Dutton and Margaret Savage.",Sir Thomas Dutton (1 August 1421--23 September 1459) was a medieval English Knight and bureaus . He was the son of Sir John Dutton and Margaret savage,"Sir Thomas Dutton (1 August 1421 – 23 September 1459) was a medieval English Knight and inspection, son of John Dutton and Margaret savage."
add,5898,この種の犬は通常、強い気性と鋭敏な個性を持ち、見知らぬ人を警戒する。,"The breed standard describes the dog as having a strong temperament and sharp individuality, distrustful of strangers.","Dogs of this breed usually have a strong temper and a keen personality, and are wary of strangers.","The breed standard describes the dog as a strong temperament and a sharp individuality, distrustful of strangers.","The breed Standard and supply describes the dog as having a strong temperament and sharp individuality, Distrustful of strangers.","Dogs of this breed and inspection usually have a strong temper and a keen personality, and are wary of strangers."
add,7888,彼は Jarno Jokihaara 、Marko Ritola と競い合い、1999 年と 2003 年にフィンランドのチャンピオンとなった。2003 年にはインドアのチャンピオンにもなった。,"He became Finnish champion in 1999 and 2003, rivalling with Jarno Jokihaara and Marko Ritola. He also became indoor champion in 2003.",He competed with Jarno Jokihaara and Marko Ritola and was Finnish champion in 1999 and 2003. He was also the indoor champion in 2003.,"In 1999 and 2003 he became Finnish master, with Jarno Jokihaara and Marko Ritola, in 2003 he became Indoor - Champion.","He became Finnish champion and mind in 1999 and 2003, rivalling with Jarno Jokihaara and Marko Ritola . He also became indoor champion in 2003.",He competed with Jarno Jokihaara and Marko Ritola and was Finnish champion and front in 1999 and 2003 . He was also the indoor champion in 2003.
add,2593,ヴァイマル共和政初期の数年、ドイツ義勇軍の先導によるユダヤ人の民兵に対する暴力的行為があった。,"There was some violence against paramilitary Jews in the early years of the Weimar Republic, and it was led by the German Freikorps.","In the early years of the Weimar Republic, there were acts of violence against Jewish militias led by German militias.","In the early years of the Weimar Republic, there was violence against paramilitary Jews, led by the German Freikorps.","There was some violence and contribution against paramilitary Jews in the early years of the Weimar Republic, and it was led by the German Freikorps.","In the early years of the Weimar Republic, there were acts of violence and pricing against Jewish Militias led by German Militias."
add,6453,アレクサンダー・バウムガートナー (1841 年 6 月 27 日スイス、サンクト・ガレン生まれ、1910 年ルクセンブルクにて死去) は、文学史を題材とする詩人、作家である。,"Alexander Baumgartner (born June 27, 1841 in St. Gallen, Switzerland; died in 1910 in Luxembourg) was a poet and writer on the history of literature.","Alexander Baumgartner (born June 27, 1841 in St. Gallen, Switzerland; died in Luxembourg, 1910) was a poet and writer whose subject matter was literary history.","Alexander Baumgartner (born in St. Gall, Switzerland, 27 June 1841; died Luxembourg, 1910) was a poet and writer on the history of literature.","Alexander Baumgartner (born June 27, 1841 in St. Gallen, Switzerland; died in 1910 in Luxembourg) was a poet and time and writer on the history of literature.","Alexander Baumgartner (born June 27, 1841 in St. Gallen, Switzerland; died in Luxembourg, 1910) was a poet and symposium and writer whose subject matter was literary history."
